PassengerId,Survived_pred,Survived_prob
1067,1,0.8957478212156204
1068,1,0.907571093590967
1069,0,0.42215986959715296
1070,1,0.919336520623462
1071,1,0.9444919687426733
1072,0,0.12485677103539651
1073,0,0.39433955100111473
1074,1,0.9344285536534932
1075,0,0.14071880427392977
1076,1,0.9105812380168878
1077,0,0.13179933313107078
1078,1,0.9031130430280649
1079,0,0.12401538848158741
1080,0,0.12030768838553939
1081,0,0.12230319045973954
1082,0,0.12998413537906112
1083,0,0.153638012558897
1084,0,0.25738090207619546
1085,0,0.12266608751160726
1086,1,0.5751220796784994
1087,0,0.11735492066672709
1088,1,0.9223009651654406
1089,0,0.44671518876958666
1090,0,0.12639416622759228
1091,0,0.4634879551807444
1092,1,0.6939987440235639
1093,1,0.8784438562798399
1094,0,0.29870123356920425
1095,1,0.9144219625043887
1096,0,0.12639416622759228
1097,0,0.1844285755691403
1098,1,0.6003056211392115
1099,0,0.12639416622759228
1100,1,0.9232929047574976
1101,0,0.12575928250003524
1102,0,0.16388828289694402
1103,0,0.11415437307895265
1104,0,0.17664297158037065
1105,1,0.9221353993688964
1106,0,0.4736325102137244
1107,0,0.19596667224124206
1108,1,0.6128464084561569
1109,0,0.2533159276463142
1110,1,0.9435388114729617
1111,0,0.12422851157296341
1112,1,0.9153577571385706
1113,0,0.12575928250003524
1114,1,0.8862456049763421
1115,0,0.12575928250003524
1116,1,0.9195320873503964
1117,1,0.5682812114746738
1118,0,0.12575928250003524
1119,1,0.6128464084561569
1120,0,0.09872162410400724
1121,0,0.12230319045973954
1122,0,0.17664297158037065
1123,1,0.9127797257701468
1124,0,0.11347475902534941
1125,0,0.14071880427392977
1126,0,0.36566984436030925
1127,0,0.12575928250003524
1128,0,0.30238632537090737
1129,0,0.1840182906593158
1130,1,0.8846269963373694
1131,1,0.9473173481149207
1132,1,0.9195320873503964
1133,1,0.9313211827125234
1134,0,0.354723913698512
1135,0,0.12422851157296341
1136,0,0.12416966388007951
1137,0,0.19596667224124206
1138,1,0.9031130430280649
1139,0,0.15710417467653123
1140,1,0.9192551570961704
1141,1,0.5495934497946354
1142,1,0.761333876973275
1143,0,0.12575928250003524
1144,0,0.3726404212035975
1145,0,0.12575928250003524
1146,0,0.12168599356588482
1147,0,0.11962204603734466
1148,0,0.14071880427392977
1149,0,0.12422851157296341
1150,1,0.8862456049763421
1151,0,0.12575928250003524
1152,0,0.12998413537906112
1153,0,0.12575928250003524
1154,1,0.9204316515895234
1155,1,0.7296109894196028
1156,0,0.15090774282926006
1157,0,0.12422851157296341
1158,0,0.08881923362268766
1159,0,0.11962204603734466
1160,0,0.4634879551807444
1161,0,0.12575928250003524
1162,0,0.37230610247906326
1163,0,0.14071880427392977
1164,1,0.9198142701042928
1165,1,0.6905996510493725
1166,0,0.1447614762627826
1167,1,0.9017078220225611
1168,0,0.12485677103539651
1169,0,0.12998413537906112
1170,0,0.13267384524186118
1171,0,0.12639416622759228
1172,0,0.44671518876958666
1173,1,0.9070676191383111
1174,1,0.6128464084561569
1175,1,0.604272030403626
1176,1,0.6726665130875181
1177,0,0.1129704539665877
1178,0,0.11962204603734466
1179,0,0.3376832857387293
1180,0,0.1447614762627826
1181,0,0.12422851157296341
1182,0,0.1856854319598942
1183,0,0.298299360463942
1184,0,0.1447614762627826
1185,0,0.32855813683627216
1186,0,0.11735492066672709
1187,0,0.12575928250003524
1188,1,0.8206438149003589
1189,0,0.16005752509091078
1190,0,0.1856854319598942
1191,0,0.12422851157296341
1192,0,0.15174302014109134
1193,0,0.12258114631030018
1194,0,0.12334323498974228
1195,0,0.12575928250003524
1196,1,0.6128464084561569
1197,1,0.9120664222930093
1198,0,0.3111376242684459
1199,1,0.8917438207223256
1200,0,0.32085380264582236
1201,0,0.3947849622832892
1202,0,0.12575928250003524
1203,0,0.1840182906593158
1204,0,0.11962204603734466
1205,1,0.5843383332200245
1206,1,0.9495572903078442
1207,1,0.7132549167226654
1208,0,0.3973772967892988
1209,0,0.12639416622759228
1210,0,0.13991693680385572
1211,0,0.17273622323205973
1212,0,0.12575928250003524
1213,0,0.1840182906593158
1214,0,0.12639416622759228
1215,0,0.2927759062488384
1216,1,0.9385509162677935
1217,0,0.1198365643962383
1218,1,0.8942482857675088
1219,0,0.37230610247906326
1220,0,0.13267384524186118
1221,0,0.12639416622759228
1222,1,0.9268789492927669
1223,0,0.3403151283329354
1224,0,0.1447614762627826
1225,1,0.6897609612761112
1226,0,0.13991693680385572
1227,0,0.153638012558897
1228,0,0.15248620032561697
1229,0,0.11972638345813114
1230,0,0.1750283357442534
1231,0,0.1447614762627826
1232,0,0.12639416622759228
1233,0,0.14628672133382
1234,0,0.10601673645683228
1235,1,0.9435388114729617
1236,0,0.09280209932353187
1237,1,0.648918620689388
1238,0,0.12639416622759228
1239,1,0.8196204823460964
1240,0,0.12639416622759228
1241,1,0.935848952059015
1242,1,0.929191034022512
1243,0,0.12639416622759228
1244,0,0.17664297158037065
1245,0,0.1595381646368531
1246,1,0.7715039453708635
1247,0,0.15555277843467824
1248,1,0.9407796382124004
1249,0,0.12422851157296341
1250,0,0.14071880427392977
1251,1,0.5491712439183545
1252,0,0.08535837634683494
1253,1,0.9158469627873084
1254,1,0.935848952059015
1255,0,0.13991693680385572
1256,1,0.9543935927791125
1257,0,0.09959645551995687
1258,0,0.11465751471032389
1259,0,0.18111538911448447
1260,1,0.929191034022512
1261,0,0.15090774282926006
1262,0,0.12464272351865169
1263,1,0.9571676334332846
1264,0,0.0837154344067166
1265,0,0.12230319045973954
1266,1,0.939768959158642
1267,1,0.9369557141547723
1268,0,0.44277474557999114
1269,0,0.12639416622759228
1270,0,0.1826076725352298
1271,0,0.2605559149873096
1272,0,0.14071880427392977
1273,0,0.14241972789305932
1274,0,0.43287768340698474
1275,1,0.5323745653504434
1276,0,0.12485677103539651
1277,1,0.8959634015388606
1278,0,0.12575928250003524
1279,0,0.11577315812952499
1280,0,0.14241972789305932
1281,0,0.11918787915238772
1282,0,0.3376832857387293
1283,1,0.9169181414255262
1284,0,0.13615069926672618
1285,0,0.10762541852214158
1286,0,0.08250152556845787
1287,1,0.9076160778532452
1288,0,0.14241972789305932
1289,1,0.9473173481149207
1290,0,0.12575928250003524
1291,0,0.15467857332584012
1292,1,0.9312111292470778
1293,0,0.12998413537906112
1294,1,0.9267082907860105
1295,0,0.1878110869803862
1296,0,0.282355614818195
1297,0,0.3270926293392774
1298,0,0.12464272351865169
1299,0,0.3074204097911919
1300,1,0.7268875805919691
1301,1,0.621541710046794
1302,1,0.6128464084561569
1303,1,0.9483387287318396
1304,0,0.4634879551807444
1305,0,0.12422851157296341
1306,1,0.9498503927869475
1307,0,0.1129704539665877
1308,0,0.12422851157296341
1309,0,0.15010186206593684
